,movie,year,imdb,metascore,votes,genre
3242,Sausage Party,(2016),6.2,66.0,153782,"Animation, Adventure, Comedy"
3243,Independence Day: Resurgence,(2016),5.2,,150985,"Action, Adventure, Sci-Fi"
3244,Captain Fantastic,(2016),7.9,72.0,150847,"Comedy, Drama"
3245,War Dogs,(2016),7.1,,146870,"Comedy, Crime, Drama"
3246,The Legend of Tarzan,(2016),6.3,,145149,"Action, Adventure, Drama"
3247,The Girl on the Train,(2016),6.5,,143813,"Crime, Drama, Mystery"
3248,Miss Peregrine's Home for Peculiar Children,(2016),6.7,,135507,"Adventure, Drama, Fantasy"
3249,Inferno,(I) (2016),6.2,,132845,"Action, Adventure, Crime"
3250,Deadpool,(2016),8.0,65.0,784369,"Action, Adventure, Comedy"
3251,Batman v Superman: Dawn of Justice,(2016),6.5,,556936,"Action, Adventure, Fantasy"
3252,Stranger Things,(2016– ),8.9,,542414,"Drama, Fantasy, Horror"
3253,Captain America: Civil War,(2016),7.8,75.0,539016,"Action, Adventure, Sci-Fi"
3254,Suicide Squad,(2016),6.1,,508461,"Action, Adventure, Fantasy"
3255,Arrival,(II) (2016),7.9,81.0,486116,"Drama, Mystery, Sci-Fi"
3256,Doctor Strange,(2016),7.5,72.0,468141,"Action, Adventure, Fantasy"
3257,Rogue One: A Star Wars Story,(2016),7.8,65.0,455003,"Action, Adventure, Sci-Fi"
3258,La La Land,(I) (2016),8.0,93.0,410239,"Comedy, Drama, Music"
3259,Zootopia,(2016),8.0,78.0,364616,"Animation, Adventure, Comedy"
3260,Hacksaw Ridge,(2016),8.1,71.0,346764,"Biography, Drama, History"
3261,Fantastic Beasts and Where to Find Them,(2016),7.3,66.0,342638,"Adventure, Family, Fantasy"
3262,X-Men: Apocalypse,(2016),7.0,,338188,"Action, Adventure, Sci-Fi"
3263,Westworld,(2016– ),8.8,,319573,"Drama, Mystery, Sci-Fi"
3264,Split,(IX) (2016),7.3,62.0,302373,"Horror, Thriller"
3265,Passengers,(I) (2016),7.0,,295703,"Drama, Romance, Sci-Fi"
3266,10 Cloverfield Lane,(2016),7.2,76.0,251429,"Drama, Horror, Mystery"
3267,The Jungle Book,(2016),7.4,77.0,234876,"Adventure, Drama, Family"
3268,The Nice Guys,(2016),7.4,70.0,228954,"Action, Comedy, Crime"
3269,The Accountant,(2016),7.3,,223838,"Action, Crime, Drama"
3270,Warcraft: The Beginning,(2016),6.9,,219784,"Action, Adventure, Fantasy"
3271,Moonlight,(I) (2016),7.4,99.0,212377,Drama
3272,Moana,(I) (2016),7.6,81.0,210990,"Animation, Adventure, Comedy"
3273,Now You See Me 2,(2016),6.5,,204465,"Action, Adventure, Comedy"
3274,Finding Dory,(2016),7.3,77.0,204420,"Animation, Adventure, Comedy"
3275,Star Trek: Beyond,(2016),7.1,68.0,203588,"Action, Adventure, Sci-Fi"
3276,Manchester by the Sea,(2016),7.8,96.0,203125,Drama
3277,Nocturnal Animals,(2016),7.5,67.0,194112,"Crime, Drama, Romance"
3278,Sully,(2016),7.5,74.0,191554,"Biography, Drama"
3279,Jason Bourne,(2016),6.6,,184489,"Action, Thriller"
3280,The Conjuring 2,(2016),7.4,65.0,183882,"Horror, Mystery, Thriller"
3281,Ghostbusters,(2016),5.3,,180049,"Action, Comedy, Fantasy"
3282,Don't Breathe,(2016),7.1,71.0,176877,"Crime, Horror, Thriller"
3283,Lion,(2016),8.1,69.0,171087,"Biography, Drama"
3284,Hell or High Water,(II) (2016),7.6,88.0,165542,"Action, Crime, Drama"
3285,The Promise,(II) (2016),6.1,,163194,"Drama, History"
3286,The Magnificent Seven,(2016),6.9,,162242,"Action, Adventure, Western"
3287,Hidden Figures,(2016),7.8,74.0,161459,"Biography, Drama, History"
3288,Me Before You,(2016),7.4,,160883,"Drama, Romance"
3289,Assassin's Creed,(2016),5.8,,160579,"Action, Adventure, Fantasy"
3290, Game of Thrones,(2011– ),9.9,,157626,"Action, Adventure, Drama"
3291,The Secret Life of Pets,(2016),6.5,61.0,154726,"Animation, Adventure, Comedy"
3292,Sausage Party,(2016),6.2,66.0,153782,"Animation, Adventure, Comedy"
3293,Independence Day: Resurgence,(2016),5.2,,150985,"Action, Adventure, Sci-Fi"
3294,Captain Fantastic,(2016),7.9,72.0,150847,"Comedy, Drama"
3295,War Dogs,(2016),7.1,,146870,"Comedy, Crime, Drama"
3296,The Legend of Tarzan,(2016),6.3,,145149,"Action, Adventure, Drama"
3297,The Girl on the Train,(2016),6.5,,143813,"Crime, Drama, Mystery"
3298,Miss Peregrine's Home for Peculiar Children,(2016),6.7,,135507,"Adventure, Drama, Fantasy"
3299,Inferno,(I) (2016),6.2,,132845,"Action, Adventure, Crime"
3300,Deadpool,(2016),8.0,65.0,784369,"Action, Adventure, Comedy"
3301,Batman v Superman: Dawn of Justice,(2016),6.5,,556936,"Action, Adventure, Fantasy"
3302,Stranger Things,(2016– ),8.9,,542414,"Drama, Fantasy, Horror"
3303,Captain America: Civil War,(2016),7.8,75.0,539016,"Action, Adventure, Sci-Fi"
3304,Suicide Squad,(2016),6.1,,508461,"Action, Adventure, Fantasy"
3305,Arrival,(II) (2016),7.9,81.0,486116,"Drama, Mystery, Sci-Fi"
3306,Doctor Strange,(2016),7.5,72.0,468141,"Action, Adventure, Fantasy"
3307,Rogue One: A Star Wars Story,(2016),7.8,65.0,455003,"Action, Adventure, Sci-Fi"
3308,La La Land,(I) (2016),8.0,93.0,410239,"Comedy, Drama, Music"
3309,Zootopia,(2016),8.0,78.0,364616,"Animation, Adventure, Comedy"
3310,Hacksaw Ridge,(2016),8.1,71.0,346764,"Biography, Drama, History"
3311,Fantastic Beasts and Where to Find Them,(2016),7.3,66.0,342638,"Adventure, Family, Fantasy"
3312,X-Men: Apocalypse,(2016),7.0,,338188,"Action, Adventure, Sci-Fi"
3313,Westworld,(2016– ),8.8,,319573,"Drama, Mystery, Sci-Fi"
3314,Split,(IX) (2016),7.3,62.0,302373,"Horror, Thriller"
3315,Passengers,(I) (2016),7.0,,295703,"Drama, Romance, Sci-Fi"
3316,10 Cloverfield Lane,(2016),7.2,76.0,251429,"Drama, Horror, Mystery"
3317,The Jungle Book,(2016),7.4,77.0,234876,"Adventure, Drama, Family"
3318,The Nice Guys,(2016),7.4,70.0,228954,"Action, Comedy, Crime"
3319,The Accountant,(2016),7.3,,223838,"Action, Crime, Drama"
3320,Warcraft: The Beginning,(2016),6.9,,219784,"Action, Adventure, Fantasy"
3321,Moonlight,(I) (2016),7.4,99.0,212377,Drama
3322,Moana,(I) (2016),7.6,81.0,210990,"Animation, Adventure, Comedy"
3323,Now You See Me 2,(2016),6.5,,204465,"Action, Adventure, Comedy"
3324,Finding Dory,(2016),7.3,77.0,204420,"Animation, Adventure, Comedy"
3325,Star Trek: Beyond,(2016),7.1,68.0,203588,"Action, Adventure, Sci-Fi"
3326,Manchester by the Sea,(2016),7.8,96.0,203125,Drama
3327,Nocturnal Animals,(2016),7.5,67.0,194112,"Crime, Drama, Romance"
3328,Sully,(2016),7.5,74.0,191554,"Biography, Drama"
3329,Jason Bourne,(2016),6.6,,184489,"Action, Thriller"
3330,The Conjuring 2,(2016),7.4,65.0,183882,"Horror, Mystery, Thriller"
3331,Ghostbusters,(2016),5.3,,180049,"Action, Comedy, Fantasy"
3332,Don't Breathe,(2016),7.1,71.0,176877,"Crime, Horror, Thriller"
3333,Lion,(2016),8.1,69.0,171087,"Biography, Drama"
3334,Hell or High Water,(II) (2016),7.6,88.0,165542,"Action, Crime, Drama"
3335,The Promise,(II) (2016),6.1,,163194,"Drama, History"
3336,The Magnificent Seven,(2016),6.9,,162242,"Action, Adventure, Western"
3337,Hidden Figures,(2016),7.8,74.0,161459,"Biography, Drama, History"
3338,Me Before You,(2016),7.4,,160883,"Drama, Romance"
3339,Assassin's Creed,(2016),5.8,,160579,"Action, Adventure, Fantasy"
3340, Game of Thrones,(2011– ),9.9,,157626,"Action, Adventure, Drama"
3341,The Secret Life of Pets,(2016),6.5,61.0,154726,"Animation, Adventure, Comedy"
3342,Sausage Party,(2016),6.2,66.0,153782,"Animation, Adventure, Comedy"
3343,Independence Day: Resurgence,(2016),5.2,,150985,"Action, Adventure, Sci-Fi"
3344,Captain Fantastic,(2016),7.9,72.0,150847,"Comedy, Drama"
3345,War Dogs,(2016),7.1,,146870,"Comedy, Crime, Drama"
3346,The Legend of Tarzan,(2016),6.3,,145149,"Action, Adventure, Drama"
3347,The Girl on the Train,(2016),6.5,,143813,"Crime, Drama, Mystery"
3348,Miss Peregrine's Home for Peculiar Children,(2016),6.7,,135507,"Adventure, Drama, Fantasy"
3349,Inferno,(I) (2016),6.2,,132845,"Action, Adventure, Crime"
3350,Deadpool,(2016),8.0,65.0,784369,"Action, Adventure, Comedy"
3351,Batman v Superman: Dawn of Justice,(2016),6.5,,556936,"Action, Adventure, Fantasy"
3352,Stranger Things,(2016– ),8.9,,542414,"Drama, Fantasy, Horror"
3353,Captain America: Civil War,(2016),7.8,75.0,539016,"Action, Adventure, Sci-Fi"
3354,Suicide Squad,(2016),6.1,,508461,"Action, Adventure, Fantasy"
3355,Arrival,(II) (2016),7.9,81.0,486116,"Drama, Mystery, Sci-Fi"
3356,Doctor Strange,(2016),7.5,72.0,468141,"Action, Adventure, Fantasy"
3357,Rogue One: A Star Wars Story,(2016),7.8,65.0,455003,"Action, Adventure, Sci-Fi"
3358,La La Land,(I) (2016),8.0,93.0,410239,"Comedy, Drama, Music"
3359,Zootopia,(2016),8.0,78.0,364616,"Animation, Adventure, Comedy"
3360,Hacksaw Ridge,(2016),8.1,71.0,346764,"Biography, Drama, History"
3361,Fantastic Beasts and Where to Find Them,(2016),7.3,66.0,342638,"Adventure, Family, Fantasy"
3362,X-Men: Apocalypse,(2016),7.0,,338188,"Action, Adventure, Sci-Fi"
3363,Westworld,(2016– ),8.8,,319573,"Drama, Mystery, Sci-Fi"
3364,Split,(IX) (2016),7.3,62.0,302373,"Horror, Thriller"
3365,Passengers,(I) (2016),7.0,,295703,"Drama, Romance, Sci-Fi"
3366,10 Cloverfield Lane,(2016),7.2,76.0,251429,"Drama, Horror, Mystery"
3367,The Jungle Book,(2016),7.4,77.0,234876,"Adventure, Drama, Family"
3368,The Nice Guys,(2016),7.4,70.0,228954,"Action, Comedy, Crime"
3369,The Accountant,(2016),7.3,,223838,"Action, Crime, Drama"
3370,Warcraft: The Beginning,(2016),6.9,,219784,"Action, Adventure, Fantasy"
3371,Moonlight,(I) (2016),7.4,99.0,212377,Drama
3372,Moana,(I) (2016),7.6,81.0,210990,"Animation, Adventure, Comedy"
3373,Now You See Me 2,(2016),6.5,,204465,"Action, Adventure, Comedy"
3374,Finding Dory,(2016),7.3,77.0,204420,"Animation, Adventure, Comedy"
3375,Star Trek: Beyond,(2016),7.1,68.0,203588,"Action, Adventure, Sci-Fi"
3376,Manchester by the Sea,(2016),7.8,96.0,203125,Drama
3377,Nocturnal Animals,(2016),7.5,67.0,194112,"Crime, Drama, Romance"
3378,Sully,(2016),7.5,74.0,191554,"Biography, Drama"
3379,Jason Bourne,(2016),6.6,,184489,"Action, Thriller"
3380,The Conjuring 2,(2016),7.4,65.0,183882,"Horror, Mystery, Thriller"
3381,Ghostbusters,(2016),5.3,,180049,"Action, Comedy, Fantasy"
3382,Don't Breathe,(2016),7.1,71.0,176877,"Crime, Horror, Thriller"
3383,Lion,(2016),8.1,69.0,171087,"Biography, Drama"
3384,Hell or High Water,(II) (2016),7.6,88.0,165542,"Action, Crime, Drama"
3385,The Promise,(II) (2016),6.1,,163194,"Drama, History"
3386,The Magnificent Seven,(2016),6.9,,162242,"Action, Adventure, Western"
3387,Hidden Figures,(2016),7.8,74.0,161459,"Biography, Drama, History"
3388,Me Before You,(2016),7.4,,160883,"Drama, Romance"
3389,Assassin's Creed,(2016),5.8,,160579,"Action, Adventure, Fantasy"
3390, Game of Thrones,(2011– ),9.9,,157626,"Action, Adventure, Drama"
3391,The Secret Life of Pets,(2016),6.5,61.0,154726,"Animation, Adventure, Comedy"
3392,Sausage Party,(2016),6.2,66.0,153782,"Animation, Adventure, Comedy"
3393,Independence Day: Resurgence,(2016),5.2,,150985,"Action, Adventure, Sci-Fi"
3394,Captain Fantastic,(2016),7.9,72.0,150847,"Comedy, Drama"
3395,War Dogs,(2016),7.1,,146870,"Comedy, Crime, Drama"
3396,The Legend of Tarzan,(2016),6.3,,145149,"Action, Adventure, Drama"
3397,The Girl on the Train,(2016),6.5,,143813,"Crime, Drama, Mystery"
3398,Miss Peregrine's Home for Peculiar Children,(2016),6.7,,135507,"Adventure, Drama, Fantasy"
3399,Inferno,(I) (2016),6.2,,132845,"Action, Adventure, Crime"
3400,Logan,(2017),8.1,77.0,525970,"Action, Drama, Sci-Fi"
3401,Wonder Woman,(2017),7.5,76.0,455623,"Action, Adventure, Fantasy"
3402,Dunkirk,(2017),7.9,94.0,436878,"Action, Drama, History"
3403,Star Wars: Episode VIII - The Last Jedi,(2017),7.2,85.0,434375,"Action, Adventure, Fantasy"
3404,Guardians of the Galaxy Vol. 2,(2017),7.7,67.0,432146,"Action, Adventure, Comedy"
3405,Thor: Ragnarok,(2017),7.9,74.0,415606,"Action, Adventure, Comedy"
3406,Spider-Man: Homecoming,(2017),7.5,73.0,378838,"Action, Adventure, Sci-Fi"
3407,Get Out,(I) (2017),7.7,84.0,352980,"Horror, Mystery, Thriller"
3408,Blade Runner 2049,(2017),8.0,81.0,352618,"Drama, Mystery, Sci-Fi"
3409,Baby Driver,(2017),7.6,86.0,339325,"Action, Crime, Drama"
3410,It,(I) (2017),7.4,69.0,326711,"Horror, Thriller"
3411,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88.0,305903,"Comedy, Crime, Drama"
3412,Justice League,(2017),6.5,,302474,"Action, Adventure, Fantasy"
3413,The Shape of Water,(2017),7.4,87.0,274602,"Adventure, Drama, Fantasy"
3414,John Wick: Chapter 2,(2017),7.5,75.0,253762,"Action, Crime, Thriller"
3415,Coco,(I) (2017),8.4,81.0,245543,"Animation, Adventure, Comedy"
3416,Beauty and the Beast,(2017),7.2,65.0,224627,"Family, Fantasy, Musical"
3417,Jumanji: Welcome to the Jungle,(2017),7.0,,222477,"Action, Adventure, Comedy"
3418,Kong: Skull Island,(2017),6.7,62.0,222452,"Action, Adventure, Fantasy"
3419,Alien: Covenant,(2017),6.4,65.0,215684,"Horror, Sci-Fi, Thriller"
3420,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,,214915,"Action, Adventure, Fantasy"
3421,Kingsman: The Golden Circle,(2017),6.8,,214047,"Action, Adventure, Comedy"
3422,13 Reasons Why,(2017– ),8.1,,197583,"Drama, Mystery"
3423,War for the Planet of the Apes,(2017),7.5,82.0,191028,"Action, Adventure, Drama"
3424,The Greatest Showman,(2017),7.7,,176531,"Biography, Drama, Musical"
3425,The Fate of the Furious,(2017),6.7,,171526,"Action, Crime, Thriller"
3426,Life,(I) (2017),6.6,,169486,"Horror, Sci-Fi, Thriller"
3427,Murder on the Orient Express,(2017),6.5,,167384,"Crime, Drama, Mystery"
3428,Ghost in the Shell,(2017),6.4,,166525,"Action, Drama, Sci-Fi"
3429,King Arthur: Legend of the Sword,(2017),6.8,,160462,"Action, Adventure, Drama"
3430,Lady Bird,(2017),7.5,94.0,159173,"Comedy, Drama"
3431,Wind River,(2017),7.7,73.0,155085,"Crime, Drama, Mystery"
3432,The Hitman's Bodyguard,(2017),6.9,,151809,"Action, Comedy, Crime"
3433,The Mummy,(2017),5.5,,145776,"Action, Adventure, Fantasy"
3434,Mother!,(2017),6.6,75.0,143263,"Drama, Horror, Mystery"
3435,Atomic Blonde,(2017),6.7,63.0,140873,"Action, Mystery, Thriller"
3436,Bright,(I) (2017),6.4,,140254,"Action, Crime, Fantasy"
3437,Call Me by Your Name,(2017),7.9,93.0,137050,"Drama, Romance"
3438,Valerian and the City of a Thousand Planets,(2017),6.5,,131916,"Action, Adventure, Fantasy"
3439,Baywatch,(2017),5.6,,124647,"Action, Comedy, Crime"
3440,"I, Tonya",(2017),7.5,77.0,124058,"Biography, Comedy, Drama"
3441,Darkest Hour,(2017),7.4,75.0,123855,"Biography, Drama, History"
3442,American Made,(2017),7.2,65.0,121505,"Action, Biography, Comedy"
3443,The Punisher,(2017– ),8.6,,119272,"Action, Adventure, Crime"
3444,Transformers: The Last Knight,(2017),5.2,,110879,"Action, Adventure, Sci-Fi"
3445,The Lego Batman Movie,(2017),7.3,75.0,107895,"Animation, Action, Comedy"
3446,La casa de papel,(2017– ),8.6,,106645,"Action, Crime, Mystery"
3447,Mindhunter,(2017– ),8.6,,105690,"Crime, Drama, Thriller"
3448,The Disaster Artist,(2017),7.4,76.0,102440,"Biography, Comedy, Drama"
3449,The Dark Tower,(2017),5.7,,100947,"Action, Adventure, Fantasy"
3450,Logan,(2017),8.1,77.0,525970,"Action, Drama, Sci-Fi"
3451,Wonder Woman,(2017),7.5,76.0,455623,"Action, Adventure, Fantasy"
3452,Dunkirk,(2017),7.9,94.0,436878,"Action, Drama, History"
3453,Star Wars: Episode VIII - The Last Jedi,(2017),7.2,85.0,434375,"Action, Adventure, Fantasy"
3454,Guardians of the Galaxy Vol. 2,(2017),7.7,67.0,432146,"Action, Adventure, Comedy"
3455,Thor: Ragnarok,(2017),7.9,74.0,415606,"Action, Adventure, Comedy"
3456,Spider-Man: Homecoming,(2017),7.5,73.0,378838,"Action, Adventure, Sci-Fi"
3457,Get Out,(I) (2017),7.7,84.0,352980,"Horror, Mystery, Thriller"
3458,Blade Runner 2049,(2017),8.0,81.0,352618,"Drama, Mystery, Sci-Fi"
3459,Baby Driver,(2017),7.6,86.0,339325,"Action, Crime, Drama"
3460,It,(I) (2017),7.4,69.0,326711,"Horror, Thriller"
3461,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88.0,305903,"Comedy, Crime, Drama"
3462,Justice League,(2017),6.5,,302474,"Action, Adventure, Fantasy"
3463,The Shape of Water,(2017),7.4,87.0,274602,"Adventure, Drama, Fantasy"
3464,John Wick: Chapter 2,(2017),7.5,75.0,253762,"Action, Crime, Thriller"
3465,Coco,(I) (2017),8.4,81.0,245543,"Animation, Adventure, Comedy"
3466,Beauty and the Beast,(2017),7.2,65.0,224627,"Family, Fantasy, Musical"
3467,Jumanji: Welcome to the Jungle,(2017),7.0,,222477,"Action, Adventure, Comedy"
3468,Kong: Skull Island,(2017),6.7,62.0,222452,"Action, Adventure, Fantasy"
3469,Alien: Covenant,(2017),6.4,65.0,215684,"Horror, Sci-Fi, Thriller"
3470,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,,214915,"Action, Adventure, Fantasy"
3471,Kingsman: The Golden Circle,(2017),6.8,,214047,"Action, Adventure, Comedy"
3472,13 Reasons Why,(2017– ),8.1,,197583,"Drama, Mystery"
3473,War for the Planet of the Apes,(2017),7.5,82.0,191028,"Action, Adventure, Drama"
3474,The Greatest Showman,(2017),7.7,,176531,"Biography, Drama, Musical"
3475,The Fate of the Furious,(2017),6.7,,171526,"Action, Crime, Thriller"
3476,Life,(I) (2017),6.6,,169486,"Horror, Sci-Fi, Thriller"
3477,Murder on the Orient Express,(2017),6.5,,167384,"Crime, Drama, Mystery"
3478,Ghost in the Shell,(2017),6.4,,166525,"Action, Drama, Sci-Fi"
3479,King Arthur: Legend of the Sword,(2017),6.8,,160462,"Action, Adventure, Drama"
3480,Lady Bird,(2017),7.5,94.0,159173,"Comedy, Drama"
3481,Wind River,(2017),7.7,73.0,155085,"Crime, Drama, Mystery"
3482,The Hitman's Bodyguard,(2017),6.9,,151809,"Action, Comedy, Crime"
3483,The Mummy,(2017),5.5,,145776,"Action, Adventure, Fantasy"
3484,Mother!,(2017),6.6,75.0,143263,"Drama, Horror, Mystery"
3485,Atomic Blonde,(2017),6.7,63.0,140873,"Action, Mystery, Thriller"
3486,Bright,(I) (2017),6.4,,140254,"Action, Crime, Fantasy"
3487,Call Me by Your Name,(2017),7.9,93.0,137050,"Drama, Romance"
3488,Valerian and the City of a Thousand Planets,(2017),6.5,,131916,"Action, Adventure, Fantasy"
3489,Baywatch,(2017),5.6,,124647,"Action, Comedy, Crime"
3490,"I, Tonya",(2017),7.5,77.0,124058,"Biography, Comedy, Drama"
3491,Darkest Hour,(2017),7.4,75.0,123855,"Biography, Drama, History"
3492,American Made,(2017),7.2,65.0,121505,"Action, Biography, Comedy"
3493,The Punisher,(2017– ),8.6,,119272,"Action, Adventure, Crime"
3494,Transformers: The Last Knight,(2017),5.2,,110879,"Action, Adventure, Sci-Fi"
3495,The Lego Batman Movie,(2017),7.3,75.0,107895,"Animation, Action, Comedy"
3496,La casa de papel,(2017– ),8.6,,106645,"Action, Crime, Mystery"
3497,Mindhunter,(2017– ),8.6,,105690,"Crime, Drama, Thriller"
3498,The Disaster Artist,(2017),7.4,76.0,102440,"Biography, Comedy, Drama"
3499,The Dark Tower,(2017),5.7,,100947,"Action, Adventure, Fantasy"
3500,Logan,(2017),8.1,77.0,525970,"Action, Drama, Sci-Fi"
3501,Wonder Woman,(2017),7.5,76.0,455623,"Action, Adventure, Fantasy"
3502,Dunkirk,(2017),7.9,94.0,436878,"Action, Drama, History"
3503,Star Wars: Episode VIII - The Last Jedi,(2017),7.2,85.0,434375,"Action, Adventure, Fantasy"
3504,Guardians of the Galaxy Vol. 2,(2017),7.7,67.0,432146,"Action, Adventure, Comedy"
3505,Thor: Ragnarok,(2017),7.9,74.0,415606,"Action, Adventure, Comedy"
3506,Spider-Man: Homecoming,(2017),7.5,73.0,378838,"Action, Adventure, Sci-Fi"
3507,Get Out,(I) (2017),7.7,84.0,352980,"Horror, Mystery, Thriller"
3508,Blade Runner 2049,(2017),8.0,81.0,352618,"Drama, Mystery, Sci-Fi"
3509,Baby Driver,(2017),7.6,86.0,339325,"Action, Crime, Drama"
3510,It,(I) (2017),7.4,69.0,326711,"Horror, Thriller"
3511,"Three Billboards Outside Ebbing, Missouri",(2017),8.2,88.0,305903,"Comedy, Crime, Drama"
3512,Justice League,(2017),6.5,,302474,"Action, Adventure, Fantasy"
3513,The Shape of Water,(2017),7.4,87.0,274602,"Adventure, Drama, Fantasy"
3514,John Wick: Chapter 2,(2017),7.5,75.0,253762,"Action, Crime, Thriller"
3515,Coco,(I) (2017),8.4,81.0,245543,"Animation, Adventure, Comedy"
3516,Beauty and the Beast,(2017),7.2,65.0,224627,"Family, Fantasy, Musical"
3517,Jumanji: Welcome to the Jungle,(2017),7.0,,222477,"Action, Adventure, Comedy"
3518,Kong: Skull Island,(2017),6.7,62.0,222452,"Action, Adventure, Fantasy"
3519,Alien: Covenant,(2017),6.4,65.0,215684,"Horror, Sci-Fi, Thriller"
3520,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.6,,214915,"Action, Adventure, Fantasy"
3521,Kingsman: The Golden Circle,(2017),6.8,,214047,"Action, Adventure, Comedy"
3522,13 Reasons Why,(2017– ),8.1,,197583,"Drama, Mystery"
3523,War for the Planet of the Apes,(2017),7.5,82.0,191028,"Action, Adventure, Drama"
3524,The Greatest Showman,(2017),7.7,,176531,"Biography, Drama, Musical"
3525,The Fate of the Furious,(2017),6.7,,171526,"Action, Crime, Thriller"
3526,Life,(I) (2017),6.6,,169486,"Horror, Sci-Fi, Thriller"
3527,Murder on the Orient Express,(2017),6.5,,167384,"Crime, Drama, Mystery"
3528,Ghost in the Shell,(2017),6.4,,166525,"Action, Drama, Sci-Fi"
3529,King Arthur: Legend of the Sword,(2017),6.8,,160462,"Action, Adventure, Drama"
3530,Lady Bird,(2017),7.5,94.0,159173,"Comedy, Drama"
3531,Wind River,(2017),7.7,73.0,155085,"Crime, Drama, Mystery"
3532,The Hitman's Bodyguard,(2017),6.9,,151809,"Action, Comedy, Crime"
3533,The Mummy,(2017),5.5,,145776,"Action, Adventure, Fantasy"
3534,Mother!,(2017),6.6,75.0,143263,"Drama, Horror, Mystery"
3535,Atomic Blonde,(2017),6.7,63.0,140873,"Action, Mystery, Thriller"
